,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,Price_x,year_x,City_x,Brand
1064,2020 Harley-Davidson Softail Street Bob,gas,1933,,clean,manual,,,,1HD1YJJ13LB030790,18209,2020,corpuschristi,harleydavidson
1065,2020 Harley-Davidson Street Bob FXBB,gas,1933,,clean,manual,,,,1HD1YJJ13LB030790,16959,2020,corpuschristi,harleydavidson
1066,2020 Harley-Davidson Street Glide Special FLHXS,gas,10698,,clean,manual,,,,1HD1KRP1XLB657624,34826,2020,mcallen,harleydavidson
1067,2020 Honda CB300 CB 300 CB-300,gas,6482,,clean,manual,excellent,,sport touring,MLHNC5557L5000340,4499,2020,amarillo,honda
1068,2020 Honda CBR500R ABS Parallel Twin 471 cc,Unknown,2371,black,clean,manual,,,,,7290,2020,easttexas,honda
1069,2020 Honda CRF 250R Single-Cylinder 249 cc,Unknown,Unknown,red,clean,manual,,,,JH2ME1233LK201424,7099,2020,dallas,honda
1070,2020 Honda CRF 450L,gas,Unknown,red,clean,manual,excellent,450,dual-sport,JH2PD1119LK100355,10799,2020,dallas,honda
1071,2020 Honda® Grom,gas,904,,,manual,excellent,,,,3699,2020,amarillo,honda
1072,2020 Honda® Super Cub C125 ABS,gas,254,red,clean,other,,,,MLHJA4858L5101798,3380,2020,austin,honda
1073,2020 Husqvarna FE350,gas,418,white,clean,manual,excellent,350,dual-sport,,9300,2020,austin,husqvarna
1074,2020 Icebear Maddog Gen1-Custom,gas,105,red,clean,automatic,excellent,50,scooter,,1400,2020,dallas,icebear
1075,2020 Indian Chieftain Dark Horse Icon Series Ghost Grey W/Gr V Twin,,1711,custom,clean,manual,,,,56KTCDBB9L3391317,28985,2020,corpuschristi,indian
1076,2020 Indian Motorcycle® Challenger Titanium Metallic,gas,1198,,clean,other,,,,56KLCBRR0L3391133,22450,2020,austin,indian
1077,2020 Indian Scout 100Th Anniversary Indian Red With Gold Trim V Twin 1,,2706,custom,clean,manual,,,,56KMSE003L3157754,16485,2020,austin,indian
1078,2020 Indian Scout ABS Thunder Black V Twin 1133 cc,,1732,custom,clean,manual,,,,56KMTA003L3163303,12985,2020,sanantonio,indian
1079,2020 Indian Scout Bobber ABS Thunder Black Smoke V Twin 1133 cc,,1732,custom,clean,manual,,,,56KMTA003L3163303,14485,2020,beaumont,indian
1080,2020 Indian Springfield Dark Horse Thunder Black V Twin,Unknown,3860,custom,clean,manual,,,,56KTJDBB7L3384095,21985,2020,austin,indian
1081,2020 Indian Springfield Thunder Black V Twin 1811 cc,Unknown,1933,custom,clean,manual,,,,56KTHAAA0L3388962,21485,2020,corpuschristi,indian
1082,2020 KTM 1290 Super Adventure R,gas,3740,black,clean,other,,,,VBKV59400LM920356,17950,2020,austin,ktm
1083,2020 KTM 250 SX,gas,,,clean,other,,,,VBKSXM236LM272339,7450,2020,austin,ktm
1084,2020 KTM 390 Adventure,gas,96,,clean,manual,,,,,5999,2020,dallas,ktm
1085,2020 KTM 450SX-F,gas,1111,,,manual,,450,,,8500,2020,beaumont,ktm
1086,2020 KTM 790 Adventure,gas,3257,,clean,manual,excellent,,dual-sport,,10500,2020,austin,ktm
1087,2020 KTM 85 SX 17/14,gas,109,,,manual,good,85,dirtbike,,4800,2020,dallas,ktm
1088,2020 KTM ADVENTURE 390 with only *96* miles,gas,96,,clean,manual,,,,,6400,2020,dallas,ktm
1089,2020 KX450F,gas,Unknown,green,clean,manual,like new,,dirtbike,,7000,2020,beaumont,kx450f
1090,2020 Katana Suzuki GSX-S1000S,gas,1600,black,clean,manual,new,1000,sport bike,,10000,2020,beaumont,katana
1091,2020 Kawasaki KLX 110,gas,Unknown,green,clean,manual,excellent,,,,2450,2020,dallas,kawasaki
1092,2020 Kawasaki KLX 140 Kawasaki KLX 140,Unknown,Unknown,green,clean,manual,,,,JKBLXPA33LDA17939,2999,2020,amarillo,kawasaki
1093,2020 Kawasaki KLX 300R Kawasaki KLX 300R,Unknown,Unknown,green,clean,manual,,,,JKALX8C17LDA01524,5299,2020,amarillo,kawasaki
1094,2020 Kawasaki KX450,gas,,green,clean,other,,,,JKAKXGJC8LA009544,9280,2020,austin,kawasaki
1095,2020 Kawasaki Klx250 Dual sport,gas,1828,black,clean,manual,like new,250,dual-sport,,5250,2020,corpuschristi,kawasaki
1096,2020 Kawasaki Ninja 400 ABS,gas,1102,,clean,manual,excellent,,sport bike,JKAEXKG11LDA74260,5699,2020,dallas,kawasaki
1097,2020 Kawasaki Z400 ABS,gas,1705,,,manual,excellent,,,,4499,2020,amarillo,kawasaki
1098,2020 Kawasaki Z650,gas,1102,,clean,manual,excellent,,sport bike,JKAEXKG11LDA74260,7699,2020,dallas,kawasaki
1099,2020 Kawasaki Z650 ABS Metallic Spark Black,Unknown,Unknown,Unknown,clean,manual,,,,ML5EREK15LDA14422,7299,2020,dallas,kawasaki
1100,2020 Kawasaki Z650 ABS Parallel Twin 649 cc,Unknown,594,black,clean,manual,,,,ML5EREK1XLDA08339,6490,2020,austin,kawasaki
1101,2020 Kymco LIKE 150i w/ ABS * ONLY 295 MILES * Matte Orange *,gas,295,orange,clean,automatic,excellent,150,scooter,,3200,2020,dallas,kymco
1102,2020 Moto Guzzi V85 TT Adventure Special V Twin,,955,custom,clean,manual,,,,ZGUKWU00XLM000659,12485,2020,austin,moto
1103,2020 Polaris Slingshot SL,gas,4310,red,clean,automatic,like new,,other,,27500,2020,dallas,polaris
1104,2020 Polaris Slingshot SLINGSHOT R Autodrive 1997 cc,Unknown,8763,blue,clean,manual,,,,,37990,2020,easttexas,polaris
1105,2020 Qipai/Lifan KPM200,gas,blue,street legal,clean,automatic,new,200,cafe racer,LXAPRZP54LX000120,2600,2020,dallas,qipailifan
1106,2020 Road Glide Limited,gas,19296,,clean,manual,,,,,36999,2020,dallas,road
1107,2020 Suzuki DRZ400SM + MRD + FCR,gas,5700,white,clean,manual,excellent,400,dual-sport,,7500,2020,austin,suzuki
1108,2020 Suzuki GSXR 750 GSX R 750 GSX-R 750,gas,1042,,clean,manual,excellent,,sport bike,JS1GR7MA9L7101155,12999,2020,dallas,suzuki
1109,2020 Suzuki GSXR750 GSXR 750 GSXR-750 GSX R750 GSX-R750,gas,7294,,clean,manual,excellent,,sport touring,JS1GR7MA0L7100959,12499,2020,dallas,suzuki
1110,2020 Suzuki RM-Z250,gas,,yellow,clean,other,,,,JS1EC11C5L7100192,7480,2020,austin,suzuki
1111,2020 Suzuki RM85,gas,,yellow,clean,other,,,,RFDRD16C1L1100054,4880,2020,austin,suzuki
1112,2020 Triumph 1200 XC,gas,7610,green,clean,manual,excellent,1200,cafe racer,,14600,2020,dallas,triumph
1113,2020 Triumph Scrambler 1200 XC,gas,3700,,clean,other,,,,SMTD45HG3LT967761,12499,2020,houston,triumph
1114,2020 Triumph Speed Triple RS Crystal White Metallic,gas,6855,white,clean,other,,,,SMTN53P4XLJ978703,14960,2020,corpuschristi,triumph
1115,2020 Triumph Speed Twin 1200 Jet Black,gas,1781,black,clean,other,,,,SMTD54HF7LTAB5438,11980,2020,austin,triumph
1116,2020 Triumph Speed Twin 1200 Silver Ice/Storm Grey,gas,3973,silver,clean,other,,,,SMTD54HF1LTAB2969,12980,2020,austin,triumph
1117,2020 Triumph Street Triple RS,gas,12008,,clean,manual,excellent,,sport bike,SMTL03NE4HT781152,11000,2020,dallas,triumph
1118,2020 Triumph Street Triple RS Matte Jet Black,gas,1718,,clean,other,,,,SMTA554SXLTAA4476,12480,2020,austin,triumph
1119,2020 Triumph Thruxton RS,gas,200,silver,lien,manual,new,1200,cafe racer,,15600,2020,dallas,triumph
1120,2020 Yamaha MT 07 Parallel Twin 689 cc,Unknown,3831,blue,clean,manual,,,,,8290,2020,easttexas,yamaha
1121,2020 Yamaha MT 09,gas,418,,clean,manual,excellent,900,street,JYARN53E5LA007310,8995,2020,dallas,yamaha
1122,2020 Yamaha SMAX,gas,1243,red,clean,manual,excellent,,,,3999,2020,dallas,yamaha
1123,2020 Yamaha V Star 250,gas,2611,silver,clean,manual,excellent,250,cruiser,JYAVG04E2LA021109,4450,2020,dallas,yamaha
1124,2020 Yamaha XSR900,gas,6000,white,clean,manual,like new,874,street,JYATN47E1LA002948,10000,2020,dallas,yamaha
1125,2020 Yamaha YZF-R1,gas,2453,,clean,manual,excellent,,sport bike,JYARN23E7EA016804,16999,2020,dallas,yamaha
1126,2020 ZERO SR/F,electric,1658,grey,clean,manual,like new,,sport bike,,15980,2020,dallas,zero
1127,2020 harley davidson road glide,gas,1900,,,manual,,,,,24000,2020,dallas,harley
1128,2021 *Can-Am* *Spyder* ** *F3-S*,other,1305,black,clean,manual,,,,2BXRDDD48MV000069,21995,2021,austin,canam
1129,2021 *Ducati* *Supersport* *950*,other,1837,red,clean,manual,,,,ZDMVABDS5MB001525,13981,2021,abilene,ducati
1130,2021 *Genuine Scooter Co* *Grand* *Tourer* ** *150*,other,1159,blue,clean,,,,,L5RGTT5C0MU000240,2991,2021,abilene,genuine
1131,2021 *Harley-Davidson* *FLHXS* *Street* *Glide* *Special* ** *Stage* 3,other,1554,grey,clean,manual,,,,1HD1KRP15MB648816,34572,2021,abilene,harleydavidson
1132,2021 *Harley-Davidson* *FXBBS* *Street* *Bob* *114*,other,956,black,clean,manual,,,,1HD1YYK17MB040778,16571,2021,abilene,harleydavidson
1133,2021 *Harley-Davidson* *Street* *Glide* *Special* *FLHXS* 114,other,3845,black,clean,manual,,,,1HD1KRP12MB600867,29500,2021,abilene,harleydavidson
1134,2021 *Suzuki* *DR-650S*,other,18,white,clean,manual,,,,JS1SP46DXM7100507,7291,2021,abilene,suzuki
1135,2021 BMW F850GS 40 Years GS-Price Drop,gas,7400,black,clean,manual,excellent,850,dual-sport,,12995,2021,sanantonio,bmw
1136,2021 Can-Am Ryker,gas,253,black,lien,automatic,,,,,11500,2021,houston,canam
1137,2021 Can-Am Ryker 600 ACE In-line 600 cc,Unknown,629,black,clean,automatic,,,,3JB2FEF27MJ001263,10999,2021,dallas,canam
1138,2021 Can-Am Ryker Rally Edition 900 ACE In-line 900 cc,Unknown,1875,silver,clean,automatic,,,,3JB2GEG26MJ000858,13999,2021,dallas,canam
1139,2021 Custom Ducati V4S Streetfighter,gas,800,black,clean,manual,like new,1100,sport bike,,35000,2021,beaumont,custom
1140,2021 Ducati PANIGALE V2 V 2 V-2,gas,9348,,clean,manual,like new,,sport bike,ZDMHAATW3MB003799,15999,2021,beaumont,ducati
1141,2021 Ducati Scrambler 1100 PRO Ocean Drive,Unknown,517,silver,clean,other,,,,ZDMKAFCP9MB000725,11999,2021,dallas,ducati
1142,2021 GasGas MC450,gas,35,,,manual,,,,,8000,2021,houston,gasgas
1143,2021 Genuine Buddy 125,gas,322,grey,clean,automatic,like new,125,scooter,,2750,2021,dallas,genuine
1144,2021 Grey Honda Goldwing DCT CSC Encore Trike,gas,15,grey,clean,automatic,new,1800,trike,,45900,2021,dallas,grey
1145,2021 HONDA SUPER CUB C125 ABS,gas,123,,,automatic,,,,,3749,2021,dallas,honda
1146,2021 Harley Davidson - Iron 883,gas,40953,,clean,manual,excellent,,sport bike,JKAZXCS17GA003583,11500,2021,mcallen,harley
1147,2021 Harley Davidson Heritage Classic,gas,421,,clean,manual,new,,cruiser,,28000,2021,beaumont,harley
1148,2021 Harley-Davidson Cvo Road Glide FLTRXSE,gas,2464,,clean,manual,,,,1HD1TCL10MB956167,40570,2021,corpuschristi,harleydavidson
1149,2021 Harley-Davidson Fat Boy 114 FLFBS,gas,960,black,clean,manual,,,,1HD1YGK18MB060273,23756,2021,corpuschristi,harleydavidson
1150,2021 Harley-Davidson Heritage Classic 114 FLHCS,gas,238,black,clean,manual,,,,1HD1YBK17MB063829,24328,2021,corpuschristi,harleydavidson
1151,2021 Harley-Davidson Heritage Classic FLHC,gas,800,,clean,manual,,,,1HD1YAJ19MB018080,22584,2021,corpuschristi,harleydavidson
1152,2021 Harley-Davidson Iron 1200 XL1200NS,gas,1245,white,clean,manual,,,,1HD1LP311MB406676,11999,2021,corpuschristi,harleydavidson
1153,2021 Harley-Davidson Road King Special (FLHRXS),gas,792,black,,manual,new,1868,touring,,25000,2021,amarillo,harleydavidson
1154,2021 Harley-Davidson Sport Glide FLSB,gas,1705,black,clean,manual,,,,1HD1YMJ1XMB051669,23318,2021,corpuschristi,harleydavidson
1155,2021 Honda ADV150,gas,1650,black,clean,automatic,like new,150,scooter,,4000,2021,dallas,honda
1156,2021 Honda CRF300L,gas,4337,red,clean,automatic,like new,300,other,,5000,2021,houston,honda
1157,2021 Honda CRF450X Near New Condition!,gas,14,,clean,other,,,,JH2PE0915MK200241,8999,2021,houston,honda
1158,2021 Honda Monkey MiniMOTO,gas,82,,clean,other,,,,MLHJB0219M5203091,3875,2021,dallas,honda
1159,2021 Honda Rebel 300,gas,3800,black,clean,manual,excellent,300,street,,4500,2021,dallas,honda
1160,2021 Honda Ruckus,gas,550,,,automatic,,,,,2900,2021,houston,honda
1161,2021 Husqvarna FE 501 Single-Cylinder 510.9 cc,Unknown,123,custom,clean,manual,,,,VBKUAM408MM432493,10250,2021,dallas,husqvarna
1162,2021 Husqvarna Svartpilen 401,gas,1600,,clean,manual,like new,401,,,5500,2021,austin,husqvarna
1163,2021 Indian Challenger Titanium Smoke V Twin 1769 cc,Unknown,2169,grey,clean,manual,,,,,23990,2021,easttexas,indian
1164,2021 Indian Chieftain Dark Horse Thunder Black Smoke Dark,Unknown,1029,black,clean,manual,,,,56KTCDBBXM3399444,28999,2021,houston,indian
1165,2021 Indian Scout Bobber Sixty Thunder Black V Twin,,Unknown,custom,clean,manual,new,,,,8999,2021,sanantonio,indian
1166,2021 Indian Scout Bobber Twenty ABS Stealth Gray V Twin 1133 cc,,1123,custom,clean,manual,,,,,14485,2021,austin,indian
1167,2021 Indian Vintage Dark Horse Thunder Black Smoke V Twin,Unknown,875,custom,clean,manual,,,,56KTVDCA1M3395122,20985,2021,corpuschristi,indian
1168,2021 Jasscol Trike,gas,100,red,clean,other,good,200,scooter,,3000,2021,dallas,jasscol
1169,2021 KAWASAKI NINJA 650 ABS,gas,4409,,clean,manual,excellent,,sport bike,JKAEXEK17HDA01801,7740,2021,dallas,kawasaki
1170,2021 KX-100,gas,40,,,manual,,,,,4100,2021,corpuschristi,kx100
1171,2021 KX250F,gas,Unknown,,,manual,,,,,7500,2021,collegestation,kx250f
1172,2021 Kawasaki KX 100,gas,Unknown,,clean,other,,,,JKAKXTFC9MA021799,4599,2021,houston,kawasaki
1173,2021 Kawasaki Ninja,gas,1700,black,clean,manual,like new,,sport bike,,4900,2021,dallas,kawasaki
1174,2021 Kawasaki Ninja 400 ABS Passion Red,gas,4118,,clean,manual,excellent,,sport bike,JKAEXKG13LDA65219,5399,2021,dallas,kawasaki
1175,2021 Kawasaki Ninja 650,Unknown,2480,grey,clean,manual,,,,ML5EXEN13MDA30427,7999,2021,abilene,kawasaki
1176,2021 Kawasaki Ninja 650 ABS Metallic Spark Black/Metallic Imper,,2291,green,clean,manual,,,,ML5EXEM14MDA42555,9599,2021,dallas,kawasaki
1177,2021 Kawasaki Ninja ZX-6R,gas,5808,,clean,manual,excellent,,sport bike,JKBZXJE18FA014330,11000,2021,houston,kawasaki
1178,2021 Kawasaki Ninja® ZX-6R,gas,1234,green,clean,manual,like new,,sport bike,,10950,2021,austin,kawasaki
1179,2021 Kawasaki Versys 1000 SE LT Less than 450 Miles!,gas,443,,clean,other,,,,JKALZCD15MA008094,16599,2021,houston,kawasaki
1180,2021 Kawasaki Vulcan S Cafe,Unknown,230,custom,clean,manual,,,,JKAENEE15MDA06197,7999,2021,dallas,kawasaki
1181,2021 Kawasaki Z125 PRO Single-Cylinder 125 cc,Unknown,408,green,clean,manual,,,,JKABRRJ13MDA20359,2999,2021,dallas,kawasaki
1182,2021 Kawasaki Z125 Pro Naked,gas,201,,clean,other,,,,JKABRRJ13MDA19020,3250,2021,dallas,kawasaki
1183,2021 Kawasaki Z900RS,gas,995,,clean,other,,,,JKAZR2C18MA053441,10999,2021,houston,kawasaki
1184,2021 Kawasaki ZX10R ZX 10 R ZX-10-R  FOR ONLY,gas,933,,clean,manual,excellent,,standard,JKBZXVL18MA000340,15995,2021,dallas,kawasaki
1185,2021 Ktm 250sxf,gas,13,,,manual,,,,,13500,2021,easttexas,ktm
1186,"2021 Kymco X-Town 300i ABS, Scooter Factory Warranty",gas,515,white,clean,automatic,like new,300,scooter,,4500,2021,sanantonio,kymco
1187,2021 Lw LW1,gas,574,white,clean,other,,,,1HD2XBEB5MB875030,20599,2021,corpuschristi,lw
1188,2021 MT09,gas,418,,clean,manual,excellent,900,street,JYARN53E5LA007310,9500,2021,dallas,mt09
1189,2021 Road Glide,gas,2464,,clean,manual,,,,1HD1TCL10MB956167,24000,2021,corpuschristi,road
1190,2021 Suzuki DR-Z 125L Single-Cylinder 124 cc,Unknown,Unknown,yellow,clean,manual,,,,JS1DF4339M7101042,3349,2021,dallas,suzuki
1191,2021 Suzuki GSX-S 750Z ABS In-line 749 cc,Unknown,3010,custom,clean,manual,,,,JS1C533B5M7100616,8599,2021,dallas,suzuki
1192,2021 Triumph Tiger 900 GT Pro,gas,9500,black,clean,manual,excellent,,,,14500,2021,dallas,triumph
1193,2021 YAMAHA YZ450F,gas,38,,clean,manual,excellent,450,dirtbike,,7500,2021,houston,yamaha
1194,2021 Yamaha PW50,gas,,blue,clean,other,,,,JYA3PT135MA033459,1980,2021,austin,yamaha
1195,2021 Yamaha YZF-R3 ABS,gas,2100,blue,clean,manual,like new,300,sport bike,,5150,2021,dallas,yamaha
1196,2021 Yamaha Zuma 125 Single-Cylinder 125 cc,Unknown,1018,blue,clean,automatic,,,,RKRSEB1Y6MA005786,3850,2021,dallas,yamaha
1197,2021 Yz250F,gas,48,blue,clean,manual,like new,250,dirtbike,,7500,2021,dallas,yz250f
1198,2021 crf 150 r,gas,1234,,,manual,new,,dirtbike,,5000,2021,beaumont,crf
1199,2021 kawasaki brute force 750,gas,128,,,automatic,,,,,9900,2021,dallas,kawasaki
1200,2021 kawasaki ninja zx-6R,gas,1234,green,clean,manual,like new,,sport bike,,10500,2021,corpuschristi,kawasaki
1201,2022  Model Brand New Rocket 50cc Street Legal Street Bike On Sale,gas,Unknown,,,manual,,49,,,1299,2022,dallas,model
1202,2022 *Can Am * *Defender* *Max* ** *X* *MR*,other,24,white,clean,automatic,,,,3JBUAAX44NK000289,23751,2022,abilene,can
1203,2022 Blast Starts Now Trailmaster TM24 ™️Dirt bike 125cc On Sale,gas,Unknown,,,automatic,new,125,,,1249,2022,dallas,blast
1204,2022 FREEDOM CANOE SCOOTERS 150 SKU:CANOE,Unknown,Unknown,Unknown,clean,other,,,,,2300,2022,dallas,freedom
1205,2022 FREEDOM ROGUESTAR SCOOTERS 150 SCOOTER SKU:ROGUE,Unknown,Unknown,Unknown,clean,other,,,,,2300,2022,dallas,freedom
1206,2022 FREEDOM VERACRUZ 150 SCOOTERS SKU:VERACRUZ,Unknown,Unknown,custom,clean,other,,,,,2800,2022,dallas,freedom
1207,2022 HONDA CRF50F,gas,123,,,automatic,,,dirtbike,,1649,2022,dallas,honda
1208,2022 Honda CRF 450RL,gas,698,red,clean,manual,excellent,450,dual-sport,,10500,2022,dallas,honda
1209,2022 Honda GROM,Unknown,501,yellow,clean,other,,,,MLHJC9213N5003780,3599,2022,waco,honda
1210,2022 Indian FTR Rally Titanium Smoke V Twin 1203 cc,1203,gas,custom,clean,manual,new,delivery available,,,13999,2022,austin,indian
1211,2022 Indian Motorcycle® Chief Bobber,1811,gas,custom,clean,manual,new,delivery available,bobber,,16499,2022,corpuschristi,indian
1212,2022 Indian Motorcycle® Chief Dark Horse® Stealth Gray,1890,gas,grey,clean,manual,new,delivery available,,,17499,2022,corpuschristi,indian
1213,2022 Indian Motorcycle® FTR 1200,delivery available,gas,black,clean,manual,new,,,,12999,2022,corpuschristi,indian
1214,2022 Indian Motorcycle® FTR Rally Titanium Smoke,1203,gas,custom,clean,manual,new,delivery available,,,13999,2022,corpuschristi,indian
1215,2022 Indian Motorcycle® Roadmaster® Maroon Metallic/Crimson Metallic,1890,gas,custom,clean,manual,new,delivery available,,,31499,2022,corpuschristi,indian
1216,2022 Indian Motorcycle® Scout® Bobber ABS Black Smoke,1133,gas,custom,clean,manual,new,delivery available,,,12399,2022,corpuschristi,indian
1217,2022 Indian Scout ABS Icon Blue Slate SmokeSilver V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,14399,2022,corpuschristi,indian
1218,2022 Indian Scout Rogue ABS Black Smoke V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,12899,2022,austin,indian
1219,2022 Indian Scout Rogue ABS Sagebrush Smoke V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,12899,2022,beaumont,indian
1220,2022 Indian Scout Rogue ABS Stealth Gray V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,13399,2022,austin,indian
1221,2022 Indian Scout Rogue Sixty ABS Bronze Smoke V Twin,,Unknown,custom,clean,manual,new,,,,11399,2022,corpuschristi,indian
1222,2022 Indian Scout Rogue Sixty ABS Titanium Smoke V Twin,,Unknown,custom,clean,manual,new,,,,11399,2022,beaumont,indian
1223,2022 Indian Scout Rogue Sixty Black Metallic V Twin,,Unknown,custom,clean,manual,new,,,,9999,2022,austin,indian
1224,2022 Indian Scout® Bobber ABS Icon Indy Red,,Unknown,custom,clean,other,new,,,,13399,2022,beaumont,indian
1225,2022 Indian Scout® Bobber ABS Silver Quartz Smoke,,Unknown,custom,clean,other,new,,,,12899,2022,austin,indian
1226,2022 Indian Scout® Sixty ABS Storm Blue,,Unknown,custom,clean,other,new,,,,11399,2022,beaumont,indian
1227,2022 Indian Super Chief ABS Pearl White V Twin 1811 cc,,Unknown,custom,clean,manual,new,,,56KDBBAG3N3001128,19799,2022,corpuschristi,indian
1228,2022 KAWASAKI KX450,gas,123,,,automatic,,,dirtbike,,9499,2022,dallas,kawasaki
1229,2022 KAWASAKI VULCAN S,gas,123,,,manual,,,,,7449,2022,dallas,kawasaki
1230,2022 KLR 650 adventure dual sport,gas,650,,,manual,,,,,7500,2022,beaumont,klr
1231,2022 Kawasaki Z125 PRO,gas,white,street legal,clean,manual,new,125,street,,3399,2022,abilene,kawasaki
1232,2022 Kawasaki Z400 ABS,gas,white,street legal,clean,manual,new,400,street,,5199,2022,abilene,kawasaki
1233,2022 Nanrobot D6+,electric,28,black,clean,automatic,like new,,,,1500,2022,austin,nanrobot
1234,2022 Suzuki DR-Z 400SM Single-Cylinder 398 cc,Unknown,Unknown,black,clean,manual,,,,JS1SK44A5N7101072,7599,2022,dallas,suzuki
1235,2022 Suzuki Hayabusa,Unknown,Unknown,custom,clean,other,,,,JS1EJ11B4N7101866,18599,2022,dallas,suzuki
1236,2022 Yamaha PW 50 Single-Cylinder 49 cc,Unknown,Unknown,custom,clean,automatic,,,,JYA3PT1E1NA000350,1699,2022,dallas,yamaha
1237,2022 Yamaha TT-R 110E Single-Cylinder 110 cc,Unknown,Unknown,Unknown,clean,manual,,,,JYACE25E8NA002199,2299,2022,dallas,yamaha
1238,2022 Yamaha TT-R 50E Single-Cylinder 49 cc,Unknown,Unknown,blue,clean,manual,,,,LBPCA02E5N0011056,1749,2022,dallas,yamaha
1239,2022 Yamaha V Star 250 V Twin 249 cc,Unknown,Unknown,Unknown,clean,manual,,,,JYAVG04EXNA021572,4599,2022,dallas,yamaha
1240,2022 Yamaha YZ 450F Single-Cylinder 450 cc,Unknown,Unknown,blue,clean,manual,,,,JYACJ26CXNA013200,9599,2022,dallas,yamaha
1241,2022 Yamaha Zuma 125 Single-Cylinder 125 cc,Unknown,Unknown,Unknown,clean,automatic,,,,RKRSEH9Y0NA002262,3699,2022,dallas,yamaha
1242,2022 Zero FX ZF7.2 Electric,Unknown,Unknown,custom,clean,automatic,,,,538XXDZ44NCC18725,11595,2022,sanantonio,zero
1243,2022 Zero SR/F Premium ZF 15.6 Electric,Unknown,Unknown,Unknown,clean,automatic,,,,538ZFDZ73NCK19805,21495,2022,sanantonio,zero
1244,2919 Kawasaki z650,gas,10892,blue,clean,manual,excellent,650,street,,5000,2919,austin,kawasaki
1245,DUCATI MULTISTRADA 1200S PIKES PEAK 2014,gas,6005,red,clean,manual,excellent,1200,sport touring,,12000,2014,dallas,ducati multistrada 1200s pikes peak 2014
