,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,make,model,Price,year,City
1069,2020 Honda CRF 250R Single-Cylinder 249 cc,Unknown,Unknown,red,clean,manual,,,,JH2ME1233LK201424,,,7099,2020,dallas
1070,2020 Honda CRF 450L,gas,Unknown,red,clean,manual,excellent,450,dual-sport,JH2PD1119LK100355,,,10799,2020,dallas
1071,2020 Honda® Grom,gas,904,,,manual,excellent,,,,,,3699,2020,amarillo
1072,2020 Honda® Super Cub C125 ABS,gas,254,red,clean,other,,,,MLHJA4858L5101798,,,3380,2020,austin
1073,2020 Husqvarna FE350,gas,418,white,clean,manual,excellent,350,dual-sport,,,,9300,2020,austin
1074,2020 Icebear Maddog Gen1-Custom,gas,105,red,clean,automatic,excellent,50,scooter,,,,1400,2020,dallas
1075,2020 Indian Chieftain Dark Horse Icon Series Ghost Grey W/Gr V Twin,,1711,custom,clean,manual,,,,56KTCDBB9L3391317,,,28985,2020,corpuschristi
1076,2020 Indian Motorcycle® Challenger Titanium Metallic,gas,1198,,clean,other,,,,56KLCBRR0L3391133,,,22450,2020,austin
1077,2020 Indian Scout 100Th Anniversary Indian Red With Gold Trim V Twin 1,,2706,custom,clean,manual,,,,56KMSE003L3157754,,,16485,2020,austin
1078,2020 Indian Scout ABS Thunder Black V Twin 1133 cc,,1732,custom,clean,manual,,,,56KMTA003L3163303,,,12985,2020,sanantonio
1079,2020 Indian Scout Bobber ABS Thunder Black Smoke V Twin 1133 cc,,1732,custom,clean,manual,,,,56KMTA003L3163303,,,14485,2020,beaumont
1080,2020 Indian Springfield Dark Horse Thunder Black V Twin,Unknown,3860,custom,clean,manual,,,,56KTJDBB7L3384095,,,21985,2020,austin
1081,2020 Indian Springfield Thunder Black V Twin 1811 cc,Unknown,1933,custom,clean,manual,,,,56KTHAAA0L3388962,,,21485,2020,corpuschristi
1082,2020 KTM 1290 Super Adventure R,gas,3740,black,clean,other,,,,VBKV59400LM920356,,,17950,2020,austin
1083,2020 KTM 250 SX,gas,,,clean,other,,,,VBKSXM236LM272339,,,7450,2020,austin
1084,2020 KTM 390 Adventure,gas,96,,clean,manual,,,,,,,5999,2020,dallas
1085,2020 KTM 450SX-F,gas,1111,,,manual,,450,,,,,8500,2020,beaumont
1086,2020 KTM 790 Adventure,gas,3257,,clean,manual,excellent,,dual-sport,,,,10500,2020,austin
1087,2020 KTM 85 SX 17/14,gas,109,,,manual,good,85,dirtbike,,,,4800,2020,dallas
1088,2020 KTM ADVENTURE 390 with only *96* miles,gas,96,,clean,manual,,,,,,,6400,2020,dallas
1089,2020 KX450F,gas,Unknown,green,clean,manual,like new,,dirtbike,,,,7000,2020,beaumont
1090,2020 Katana Suzuki GSX-S1000S,gas,1600,black,clean,manual,new,1000,sport bike,,,,10000,2020,beaumont
1091,2020 Kawasaki KLX 110,gas,Unknown,green,clean,manual,excellent,,,,,,2450,2020,dallas
1092,2020 Kawasaki KLX 140 Kawasaki KLX 140,Unknown,Unknown,green,clean,manual,,,,JKBLXPA33LDA17939,,,2999,2020,amarillo
1093,2020 Kawasaki KLX 300R Kawasaki KLX 300R,Unknown,Unknown,green,clean,manual,,,,JKALX8C17LDA01524,,,5299,2020,amarillo
1094,2020 Kawasaki KX450,gas,,green,clean,other,,,,JKAKXGJC8LA009544,,,9280,2020,austin
1095,2020 Kawasaki Klx250 Dual sport,gas,1828,black,clean,manual,like new,250,dual-sport,,,,5250,2020,corpuschristi
1096,2020 Kawasaki Ninja 400 ABS,gas,1102,,clean,manual,excellent,,sport bike,JKAEXKG11LDA74260,,,5699,2020,dallas
1097,2020 Kawasaki Z400 ABS,gas,1705,,,manual,excellent,,,,,,4499,2020,amarillo
1098,2020 Kawasaki Z650,gas,1102,,clean,manual,excellent,,sport bike,JKAEXKG11LDA74260,,,7699,2020,dallas
1099,2020 Kawasaki Z650 ABS Metallic Spark Black,Unknown,Unknown,Unknown,clean,manual,,,,ML5EREK15LDA14422,,,7299,2020,dallas
1100,2020 Kawasaki Z650 ABS Parallel Twin 649 cc,Unknown,594,black,clean,manual,,,,ML5EREK1XLDA08339,,,6490,2020,austin
1101,2020 Kymco LIKE 150i w/ ABS * ONLY 295 MILES * Matte Orange *,gas,295,orange,clean,automatic,excellent,150,scooter,,,,3200,2020,dallas
1102,2020 Moto Guzzi V85 TT Adventure Special V Twin,,955,custom,clean,manual,,,,ZGUKWU00XLM000659,,,12485,2020,austin
1103,2020 Polaris Slingshot SL,gas,4310,red,clean,automatic,like new,,other,,,,27500,2020,dallas
1104,2020 Polaris Slingshot SLINGSHOT R Autodrive 1997 cc,Unknown,8763,blue,clean,manual,,,,,,,37990,2020,easttexas
1105,2020 Qipai/Lifan KPM200,gas,blue,street legal,clean,automatic,new,200,cafe racer,LXAPRZP54LX000120,,,2600,2020,dallas
1106,2020 Road Glide Limited,gas,19296,,clean,manual,,,,,,,36999,2020,dallas
1107,2020 Suzuki DRZ400SM + MRD + FCR,gas,5700,white,clean,manual,excellent,400,dual-sport,,,,7500,2020,austin
1108,2020 Suzuki GSXR 750 GSX R 750 GSX-R 750,gas,1042,,clean,manual,excellent,,sport bike,JS1GR7MA9L7101155,,,12999,2020,dallas
1109,2020 Suzuki GSXR750 GSXR 750 GSXR-750 GSX R750 GSX-R750,gas,7294,,clean,manual,excellent,,sport touring,JS1GR7MA0L7100959,,,12499,2020,dallas
1110,2020 Suzuki RM-Z250,gas,,yellow,clean,other,,,,JS1EC11C5L7100192,,,7480,2020,austin
1111,2020 Suzuki RM85,gas,,yellow,clean,other,,,,RFDRD16C1L1100054,,,4880,2020,austin
1112,2020 Triumph 1200 XC,gas,7610,green,clean,manual,excellent,1200,cafe racer,,,,14600,2020,dallas
1113,2020 Triumph Scrambler 1200 XC,gas,3700,,clean,other,,,,SMTD45HG3LT967761,,,12499,2020,houston
1114,2020 Triumph Speed Triple RS Crystal White Metallic,gas,6855,white,clean,other,,,,SMTN53P4XLJ978703,,,14960,2020,corpuschristi
1115,2020 Triumph Speed Twin 1200 Jet Black,gas,1781,black,clean,other,,,,SMTD54HF7LTAB5438,,,11980,2020,austin
1116,2020 Triumph Speed Twin 1200 Silver Ice/Storm Grey,gas,3973,silver,clean,other,,,,SMTD54HF1LTAB2969,,,12980,2020,austin
1117,2020 Triumph Street Triple RS,gas,12008,,clean,manual,excellent,,sport bike,SMTL03NE4HT781152,,,11000,2020,dallas
1118,2020 Triumph Street Triple RS Matte Jet Black,gas,1718,,clean,other,,,,SMTA554SXLTAA4476,,,12480,2020,austin
1119,2020 Triumph Thruxton RS,gas,200,silver,lien,manual,new,1200,cafe racer,,,,15600,2020,dallas
1120,2020 Yamaha MT 07 Parallel Twin 689 cc,Unknown,3831,blue,clean,manual,,,,,,,8290,2020,easttexas
1121,2020 Yamaha MT 09,gas,418,,clean,manual,excellent,900,street,JYARN53E5LA007310,,,8995,2020,dallas
1122,2020 Yamaha SMAX,gas,1243,red,clean,manual,excellent,,,,,,3999,2020,dallas
1123,2020 Yamaha V Star 250,gas,2611,silver,clean,manual,excellent,250,cruiser,JYAVG04E2LA021109,,,4450,2020,dallas
1124,2020 Yamaha XSR900,gas,6000,white,clean,manual,like new,874,street,JYATN47E1LA002948,,,10000,2020,dallas
1125,2020 Yamaha YZF-R1,gas,2453,,clean,manual,excellent,,sport bike,JYARN23E7EA016804,,,16999,2020,dallas
1126,2020 ZERO SR/F,electric,1658,grey,clean,manual,like new,,sport bike,,,,15980,2020,dallas
1127,2020 harley davidson road glide,gas,1900,,,manual,,,,,,,24000,2020,dallas
1128,2021 *Can-Am* *Spyder* ** *F3-S*,other,1305,black,clean,manual,,,,2BXRDDD48MV000069,,,21995,2021,austin
1129,2021 *Ducati* *Supersport* *950*,other,1837,red,clean,manual,,,,ZDMVABDS5MB001525,,,13981,2021,abilene
1130,2021 *Genuine Scooter Co* *Grand* *Tourer* ** *150*,other,1159,blue,clean,,,,,L5RGTT5C0MU000240,,,2991,2021,abilene
1131,2021 *Harley-Davidson* *FLHXS* *Street* *Glide* *Special* ** *Stage* 3,other,1554,grey,clean,manual,,,,1HD1KRP15MB648816,,,34572,2021,abilene
1132,2021 *Harley-Davidson* *FXBBS* *Street* *Bob* *114*,other,956,black,clean,manual,,,,1HD1YYK17MB040778,,,16571,2021,abilene
1133,2021 *Harley-Davidson* *Street* *Glide* *Special* *FLHXS* 114,other,3845,black,clean,manual,,,,1HD1KRP12MB600867,,,29500,2021,abilene
1134,2021 *Suzuki* *DR-650S*,other,18,white,clean,manual,,,,JS1SP46DXM7100507,,,7291,2021,abilene
1135,2021 BMW F850GS 40 Years GS-Price Drop,gas,7400,black,clean,manual,excellent,850,dual-sport,,,,12995,2021,sanantonio
1136,2021 Can-Am Ryker,gas,253,black,lien,automatic,,,,,,,11500,2021,houston
1137,2021 Can-Am Ryker 600 ACE In-line 600 cc,Unknown,629,black,clean,automatic,,,,3JB2FEF27MJ001263,,,10999,2021,dallas
1138,2021 Can-Am Ryker Rally Edition 900 ACE In-line 900 cc,Unknown,1875,silver,clean,automatic,,,,3JB2GEG26MJ000858,,,13999,2021,dallas
1139,2021 Custom Ducati V4S Streetfighter,gas,800,black,clean,manual,like new,1100,sport bike,,,,35000,2021,beaumont
1140,2021 Ducati PANIGALE V2 V 2 V-2,gas,9348,,clean,manual,like new,,sport bike,ZDMHAATW3MB003799,,,15999,2021,beaumont
1141,2021 Ducati Scrambler 1100 PRO Ocean Drive,Unknown,517,silver,clean,other,,,,ZDMKAFCP9MB000725,,,11999,2021,dallas
1142,2021 GasGas MC450,gas,35,,,manual,,,,,,,8000,2021,houston
1143,2021 Genuine Buddy 125,gas,322,grey,clean,automatic,like new,125,scooter,,,,2750,2021,dallas
1144,2021 Grey Honda Goldwing DCT CSC Encore Trike,gas,15,grey,clean,automatic,new,1800,trike,,,,45900,2021,dallas
1145,2021 HONDA SUPER CUB C125 ABS,gas,123,,,automatic,,,,,,,3749,2021,dallas
1146,2021 Harley Davidson - Iron 883,gas,40953,,clean,manual,excellent,,sport bike,JKAZXCS17GA003583,,,11500,2021,mcallen
1147,2021 Harley Davidson Heritage Classic,gas,421,,clean,manual,new,,cruiser,,,,28000,2021,beaumont
1148,2021 Harley-Davidson Cvo Road Glide FLTRXSE,gas,2464,,clean,manual,,,,1HD1TCL10MB956167,,,40570,2021,corpuschristi
1149,2021 Harley-Davidson Fat Boy 114 FLFBS,gas,960,black,clean,manual,,,,1HD1YGK18MB060273,,,23756,2021,corpuschristi
1150,2021 Harley-Davidson Heritage Classic 114 FLHCS,gas,238,black,clean,manual,,,,1HD1YBK17MB063829,,,24328,2021,corpuschristi
1151,2021 Harley-Davidson Heritage Classic FLHC,gas,800,,clean,manual,,,,1HD1YAJ19MB018080,,,22584,2021,corpuschristi
1152,2021 Harley-Davidson Iron 1200 XL1200NS,gas,1245,white,clean,manual,,,,1HD1LP311MB406676,,,11999,2021,corpuschristi
1153,2021 Harley-Davidson Road King Special (FLHRXS),gas,792,black,,manual,new,1868,touring,,,,25000,2021,amarillo
1154,2021 Harley-Davidson Sport Glide FLSB,gas,1705,black,clean,manual,,,,1HD1YMJ1XMB051669,,,23318,2021,corpuschristi
1155,2021 Honda ADV150,gas,1650,black,clean,automatic,like new,150,scooter,,,,4000,2021,dallas
1156,2021 Honda CRF300L,gas,4337,red,clean,automatic,like new,300,other,,,,5000,2021,houston
1157,2021 Honda CRF450X Near New Condition!,gas,14,,clean,other,,,,JH2PE0915MK200241,,,8999,2021,houston
1158,2021 Honda Monkey MiniMOTO,gas,82,,clean,other,,,,MLHJB0219M5203091,,,3875,2021,dallas
1159,2021 Honda Rebel 300,gas,3800,black,clean,manual,excellent,300,street,,,,4500,2021,dallas
1160,2021 Honda Ruckus,gas,550,,,automatic,,,,,,,2900,2021,houston
1161,2021 Husqvarna FE 501 Single-Cylinder 510.9 cc,Unknown,123,custom,clean,manual,,,,VBKUAM408MM432493,,,10250,2021,dallas
1162,2021 Husqvarna Svartpilen 401,gas,1600,,clean,manual,like new,401,,,,,5500,2021,austin
1163,2021 Indian Challenger Titanium Smoke V Twin 1769 cc,Unknown,2169,grey,clean,manual,,,,,,,23990,2021,easttexas
1164,2021 Indian Chieftain Dark Horse Thunder Black Smoke Dark,Unknown,1029,black,clean,manual,,,,56KTCDBBXM3399444,,,28999,2021,houston
1165,2021 Indian Scout Bobber Sixty Thunder Black V Twin,,Unknown,custom,clean,manual,new,,,,,,8999,2021,sanantonio
1166,2021 Indian Scout Bobber Twenty ABS Stealth Gray V Twin 1133 cc,,1123,custom,clean,manual,,,,,,,14485,2021,austin
1167,2021 Indian Vintage Dark Horse Thunder Black Smoke V Twin,Unknown,875,custom,clean,manual,,,,56KTVDCA1M3395122,,,20985,2021,corpuschristi
1168,2021 Jasscol Trike,gas,100,red,clean,other,good,200,scooter,,,,3000,2021,dallas
1169,2021 KAWASAKI NINJA 650 ABS,gas,4409,,clean,manual,excellent,,sport bike,JKAEXEK17HDA01801,,,7740,2021,dallas
1170,2021 KX-100,gas,40,,,manual,,,,,,,4100,2021,corpuschristi
1171,2021 KX250F,gas,Unknown,,,manual,,,,,,,7500,2021,collegestation
1172,2021 Kawasaki KX 100,gas,Unknown,,clean,other,,,,JKAKXTFC9MA021799,,,4599,2021,houston
1173,2021 Kawasaki Ninja,gas,1700,black,clean,manual,like new,,sport bike,,,,4900,2021,dallas
1174,2021 Kawasaki Ninja 400 ABS Passion Red,gas,4118,,clean,manual,excellent,,sport bike,JKAEXKG13LDA65219,,,5399,2021,dallas
1175,2021 Kawasaki Ninja 650,Unknown,2480,grey,clean,manual,,,,ML5EXEN13MDA30427,,,7999,2021,abilene
1176,2021 Kawasaki Ninja 650 ABS Metallic Spark Black/Metallic Imper,,2291,green,clean,manual,,,,ML5EXEM14MDA42555,,,9599,2021,dallas
1177,2021 Kawasaki Ninja ZX-6R,gas,5808,,clean,manual,excellent,,sport bike,JKBZXJE18FA014330,,,11000,2021,houston
1178,2021 Kawasaki Ninja® ZX-6R,gas,1234,green,clean,manual,like new,,sport bike,,,,10950,2021,austin
1179,2021 Kawasaki Versys 1000 SE LT Less than 450 Miles!,gas,443,,clean,other,,,,JKALZCD15MA008094,,,16599,2021,houston
1180,2021 Kawasaki Vulcan S Cafe,Unknown,230,custom,clean,manual,,,,JKAENEE15MDA06197,,,7999,2021,dallas
1181,2021 Kawasaki Z125 PRO Single-Cylinder 125 cc,Unknown,408,green,clean,manual,,,,JKABRRJ13MDA20359,,,2999,2021,dallas
1182,2021 Kawasaki Z125 Pro Naked,gas,201,,clean,other,,,,JKABRRJ13MDA19020,,,3250,2021,dallas
1183,2021 Kawasaki Z900RS,gas,995,,clean,other,,,,JKAZR2C18MA053441,,,10999,2021,houston
1184,2021 Kawasaki ZX10R ZX 10 R ZX-10-R  FOR ONLY,gas,933,,clean,manual,excellent,,standard,JKBZXVL18MA000340,,,15995,2021,dallas
1185,2021 Ktm 250sxf,gas,13,,,manual,,,,,,,13500,2021,easttexas
1186,"2021 Kymco X-Town 300i ABS, Scooter Factory Warranty",gas,515,white,clean,automatic,like new,300,scooter,,,,4500,2021,sanantonio
1187,2021 Lw LW1,gas,574,white,clean,other,,,,1HD2XBEB5MB875030,,,20599,2021,corpuschristi
1188,2021 MT09,gas,418,,clean,manual,excellent,900,street,JYARN53E5LA007310,,,9500,2021,dallas
1189,2021 Road Glide,gas,2464,,clean,manual,,,,1HD1TCL10MB956167,,,24000,2021,corpuschristi
1190,2021 Suzuki DR-Z 125L Single-Cylinder 124 cc,Unknown,Unknown,yellow,clean,manual,,,,JS1DF4339M7101042,,,3349,2021,dallas
1191,2021 Suzuki GSX-S 750Z ABS In-line 749 cc,Unknown,3010,custom,clean,manual,,,,JS1C533B5M7100616,,,8599,2021,dallas
1192,2021 Triumph Tiger 900 GT Pro,gas,9500,black,clean,manual,excellent,,,,,,14500,2021,dallas
1193,2021 YAMAHA YZ450F,gas,38,,clean,manual,excellent,450,dirtbike,,,,7500,2021,houston
1194,2021 Yamaha PW50,gas,,blue,clean,other,,,,JYA3PT135MA033459,,,1980,2021,austin
1195,2021 Yamaha YZF-R3 ABS,gas,2100,blue,clean,manual,like new,300,sport bike,,,,5150,2021,dallas
1196,2021 Yamaha Zuma 125 Single-Cylinder 125 cc,Unknown,1018,blue,clean,automatic,,,,RKRSEB1Y6MA005786,,,3850,2021,dallas
1197,2021 Yz250F,gas,48,blue,clean,manual,like new,250,dirtbike,,,,7500,2021,dallas
1198,2021 crf 150 r,gas,1234,,,manual,new,,dirtbike,,,,5000,2021,beaumont
1199,2021 kawasaki brute force 750,gas,128,,,automatic,,,,,,,9900,2021,dallas
1200,2021 kawasaki ninja zx-6R,gas,1234,green,clean,manual,like new,,sport bike,,,,10500,2021,corpuschristi
1201,2022  Model Brand New Rocket 50cc Street Legal Street Bike On Sale,gas,Unknown,,,manual,,49,,,,,1299,2022,dallas
1202,2022 *Can Am * *Defender* *Max* ** *X* *MR*,other,24,white,clean,automatic,,,,3JBUAAX44NK000289,,,23751,2022,abilene
1203,2022 Blast Starts Now Trailmaster TM24 ™️Dirt bike 125cc On Sale,gas,Unknown,,,automatic,new,125,,,,,1249,2022,dallas
1204,2022 FREEDOM CANOE SCOOTERS 150 SKU:CANOE,Unknown,Unknown,Unknown,clean,other,,,,,,,2300,2022,dallas
1205,2022 FREEDOM ROGUESTAR SCOOTERS 150 SCOOTER SKU:ROGUE,Unknown,Unknown,Unknown,clean,other,,,,,,,2300,2022,dallas
1206,2022 FREEDOM VERACRUZ 150 SCOOTERS SKU:VERACRUZ,Unknown,Unknown,custom,clean,other,,,,,,,2800,2022,dallas
1207,2022 HONDA CRF50F,gas,123,,,automatic,,,dirtbike,,,,1649,2022,dallas
1208,2022 Honda CRF 450RL,gas,698,red,clean,manual,excellent,450,dual-sport,,,,10500,2022,dallas
1209,2022 Honda GROM,Unknown,501,yellow,clean,other,,,,MLHJC9213N5003780,,,3599,2022,waco
1210,2022 Indian FTR Rally Titanium Smoke V Twin 1203 cc,1203,gas,custom,clean,manual,new,delivery available,,,,,13999,2022,austin
1211,2022 Indian Motorcycle® Chief Bobber,1811,gas,custom,clean,manual,new,delivery available,bobber,,,,16499,2022,corpuschristi
1212,2022 Indian Motorcycle® Chief Dark Horse® Stealth Gray,1890,gas,grey,clean,manual,new,delivery available,,,,,17499,2022,corpuschristi
1213,2022 Indian Motorcycle® FTR 1200,delivery available,gas,black,clean,manual,new,,,,,,12999,2022,corpuschristi
1214,2022 Indian Motorcycle® FTR Rally Titanium Smoke,1203,gas,custom,clean,manual,new,delivery available,,,,,13999,2022,corpuschristi
1215,2022 Indian Motorcycle® Roadmaster® Maroon Metallic/Crimson Metallic,1890,gas,custom,clean,manual,new,delivery available,,,,,31499,2022,corpuschristi
1216,2022 Indian Motorcycle® Scout® Bobber ABS Black Smoke,1133,gas,custom,clean,manual,new,delivery available,,,,,12399,2022,corpuschristi
1217,2022 Indian Scout ABS Icon Blue Slate SmokeSilver V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,,,14399,2022,corpuschristi
1218,2022 Indian Scout Rogue ABS Black Smoke V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,,,12899,2022,austin
1219,2022 Indian Scout Rogue ABS Sagebrush Smoke V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,,,12899,2022,beaumont
1220,2022 Indian Scout Rogue ABS Stealth Gray V Twin 1133 cc,,Unknown,custom,clean,manual,new,,,,,,13399,2022,austin
1221,2022 Indian Scout Rogue Sixty ABS Bronze Smoke V Twin,,Unknown,custom,clean,manual,new,,,,,,11399,2022,corpuschristi
1222,2022 Indian Scout Rogue Sixty ABS Titanium Smoke V Twin,,Unknown,custom,clean,manual,new,,,,,,11399,2022,beaumont
1223,2022 Indian Scout Rogue Sixty Black Metallic V Twin,,Unknown,custom,clean,manual,new,,,,,,9999,2022,austin
1224,2022 Indian Scout® Bobber ABS Icon Indy Red,,Unknown,custom,clean,other,new,,,,,,13399,2022,beaumont
1225,2022 Indian Scout® Bobber ABS Silver Quartz Smoke,,Unknown,custom,clean,other,new,,,,,,12899,2022,austin
1226,2022 Indian Scout® Sixty ABS Storm Blue,,Unknown,custom,clean,other,new,,,,,,11399,2022,beaumont
1227,2022 Indian Super Chief ABS Pearl White V Twin 1811 cc,,Unknown,custom,clean,manual,new,,,56KDBBAG3N3001128,,,19799,2022,corpuschristi
1228,2022 KAWASAKI KX450,gas,123,,,automatic,,,dirtbike,,,,9499,2022,dallas
1229,2022 KAWASAKI VULCAN S,gas,123,,,manual,,,,,,,7449,2022,dallas
1230,2022 KLR 650 adventure dual sport,gas,650,,,manual,,,,,,,7500,2022,beaumont
1231,2022 Kawasaki Z125 PRO,gas,white,street legal,clean,manual,new,125,street,,,,3399,2022,abilene
1232,2022 Kawasaki Z400 ABS,gas,white,street legal,clean,manual,new,400,street,,,,5199,2022,abilene
1233,2022 Nanrobot D6+,electric,28,black,clean,automatic,like new,,,,,,1500,2022,austin
1234,2022 Suzuki DR-Z 400SM Single-Cylinder 398 cc,Unknown,Unknown,black,clean,manual,,,,JS1SK44A5N7101072,,,7599,2022,dallas
1235,2022 Suzuki Hayabusa,Unknown,Unknown,custom,clean,other,,,,JS1EJ11B4N7101866,,,18599,2022,dallas
1236,2022 Yamaha PW 50 Single-Cylinder 49 cc,Unknown,Unknown,custom,clean,automatic,,,,JYA3PT1E1NA000350,,,1699,2022,dallas
1237,2022 Yamaha TT-R 110E Single-Cylinder 110 cc,Unknown,Unknown,Unknown,clean,manual,,,,JYACE25E8NA002199,,,2299,2022,dallas
1238,2022 Yamaha TT-R 50E Single-Cylinder 49 cc,Unknown,Unknown,blue,clean,manual,,,,LBPCA02E5N0011056,,,1749,2022,dallas
1239,2022 Yamaha V Star 250 V Twin 249 cc,Unknown,Unknown,Unknown,clean,manual,,,,JYAVG04EXNA021572,,,4599,2022,dallas
1240,2022 Yamaha YZ 450F Single-Cylinder 450 cc,Unknown,Unknown,blue,clean,manual,,,,JYACJ26CXNA013200,,,9599,2022,dallas
1241,2022 Yamaha Zuma 125 Single-Cylinder 125 cc,Unknown,Unknown,Unknown,clean,automatic,,,,RKRSEH9Y0NA002262,,,3699,2022,dallas
1242,2022 Zero FX ZF7.2 Electric,Unknown,Unknown,custom,clean,automatic,,,,538XXDZ44NCC18725,,,11595,2022,sanantonio
1243,2022 Zero SR/F Premium ZF 15.6 Electric,Unknown,Unknown,Unknown,clean,automatic,,,,538ZFDZ73NCK19805,,,21495,2022,sanantonio
1244,2919 Kawasaki z650,gas,10892,blue,clean,manual,excellent,650,street,,,,5000,2919,austin
1245,DUCATI MULTISTRADA 1200S PIKES PEAK 2014,gas,6005,red,clean,manual,excellent,1200,sport touring,,,,12000,2014,dallas
1246,Ducati 1199s Dark 2014,gas,9300,black,clean,manual,excellent,1199,sport bike,,,,13500,2014,dallas
1247,HD Street Glide 2006,gas,14000,,,manual,,,,,,,10500,2006,dallas
1248,HONDA VFR 800 ABS 2002,gas,23000,red,clean,manual,excellent,800,sport touring,,,,3500,2002,dallas
1249,Harley Davidson Road King 2017,gas,18445,silver,clean,other,,,,1HD1FBC10HB643417,,,19777,2017,austin
1250,Harley Davison Dyna 2008,gas,21905,orange,clean,manual,like new,1570,street,1HD1GN41X8K306038,,,7500,2008,corpuschristi
1251,Honda CBR1000RR Repsol Edition 2009,gas,11572,,,manual,,,,,,,7500,2009,dallas
1252,Honda Goldwing 2012,gas,86000,blue,clean,manual,like new,1800,touring,,,,13995,2012,mcallen
1253,Honda Goldwing Valkyrie 2014,gas,14700,purple,clean,manual,excellent,1800,cruiser,,,,9700,2014,houston
1254,KLX450R 2009,gas,2200,,,manual,excellent,,dual-sport,,,,4200,2009,dallas
1255,KX85 - 2020,,,,,,,,,,,,3500,2020,dallas
1256,Kawasaki Ninja SE 2014,gas,1111111,,,automatic,,,,,,,900,2014,beaumont
1257,Kawasaki Z900 ABS 2020,gas,9900,blue,clean,manual,excellent,948,sport bike,,,,8100,2020,dallas
1258,Kawasaki ninja 400 abs 2021,gas,1102,,clean,manual,excellent,,sport bike,JKAEXKG11LDA74260,,,6000,2021,dallas
1259,Kawasaki versys 650cc 2008,gas,22347,red,clean,manual,good,650,other,,,,2600,2008,dallas
1260,Like new CRF 300L 2021,gas,50,,clean,manual,like new,,,,,,6900,2021,dallas
1261,Road Glide 2006,other,71000,,,other,good,,moped,,,,5495,2006,houston
1262,Triumph Bonneville T100  2008,gas,20587,black,rebuilt,manual,excellent,865,cruiser,,,,5000,2008,houston
